pc024-cushion-22x22,"{'id': 8374459843, 'title': 'PC024 / Cushion / 22""x22""', 'handle': 'pc024-cushion-22x22', 'description': '<p></p>', 'published_at': '2016-09-09T00:42:00-07:00', 'created_at': '2016-09-09T00:42:57-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Cushion', 'tags': ['22x22', 'Cushion_22x22'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27753054723, 'title': '22""x22""', 'option1': '22""x22""', 'option2': None, 'option3': None, 'sku': 'Cushion0022', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'PC024 / Cushion / 22""x22"" - 22""x22""', 'public_title': '22""x22""', 'options': ['22""x22""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/epGHAyuYSBCwjGii7hvp_PC024.jpg?v=1473410086'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/epGHAyuYSBCwjGii7hvp_PC024.jpg?v=1473410086', 'options': [{'name': 'Size', 'position': 1, 'values': ['22""x22""']}], 'url': '/products/pc024-cushion-22x22', 'media': [{'alt': None, 'id': 2570468917317, 'position': 1, 'preview_image': {'aspect_ratio': 1.113, 'height': 674, 'width': 750, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/epGHAyuYSBCwjGii7hvp_PC024.jpg?v=1569973927'}, 'aspect_ratio': 1.113, 'height': 674, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/epGHAyuYSBCwjGii7hvp_PC024.jpg?v=1569973927', 'width': 750}]}"
pc017-cushion-22x22,"{'id': 8374458883, 'title': 'PC017 / Cushion / 22""x22""', 'handle': 'pc017-cushion-22x22', 'description': '<p></p>', 'published_at': '2016-09-09T00:42:00-07:00', 'created_at': '2016-09-09T00:42:53-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Cushion', 'tags': ['22x22', 'Cushion_22x22'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27753048003, 'title': '22""x22""', 'option1': '22""x22""', 'option2': None, 'option3': None, 'sku': 'Cushion0015', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'PC017 / Cushion / 22""x22"" - 22""x22""', 'public_title': '22""x22""', 'options': ['22""x22""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/k1bOaU1sSjKRnAexjV5e_PC017.jpg?v=1473409081'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/k1bOaU1sSjKRnAexjV5e_PC017.jpg?v=1473409081', 'options': [{'name': 'Size', 'position': 1, 'values': ['22""x22""']}], 'url': '/products/pc017-cushion-22x22', 'media': [{'alt': None, 'id': 2570468655173, 'position': 1, 'preview_image': {'aspect_ratio': 1.113, 'height': 674, 'width': 750, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/k1bOaU1sSjKRnAexjV5e_PC017.jpg?v=1569973927'}, 'aspect_ratio': 1.113, 'height': 674, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/k1bOaU1sSjKRnAexjV5e_PC017.jpg?v=1569973927', 'width': 750}]}"
pc025-cushion-22x22,"{'id': 8374459971, 'title': 'PC025 / Cushion / 22""x22""', 'handle': 'pc025-cushion-22x22', 'description': '<p></p>', 'published_at': '2016-09-12T12:18:00-07:00', 'created_at': '2016-09-09T00:42:57-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Cushion', 'tags': ['22x22', 'Cushion_22x22'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27753054851, 'title': '22""x22""', 'option1': '22""x22""', 'option2': None, 'option3': None, 'sku': 'Cushion0023', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'PC025 / Cushion / 22""x22"" - 22""x22""', 'public_title': '22""x22""', 'options': ['22""x22""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/1eakqaSNQ62QnzfHWa71_PC025.jpg?v=1473410126'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/1eakqaSNQ62QnzfHWa71_PC025.jpg?v=1473410126', 'options': [{'name': 'Size', 'position': 1, 'values': ['22""x22""']}], 'url': '/products/pc025-cushion-22x22', 'media': [{'alt': None, 'id': 2570468950085, 'position': 1, 'preview_image': {'aspect_ratio': 1.113, 'height': 674, 'width': 750, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/1eakqaSNQ62QnzfHWa71_PC025.jpg?v=1569973927'}, 'aspect_ratio': 1.113, 'height': 674, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/1eakqaSNQ62QnzfHWa71_PC025.jpg?v=1569973927', 'width': 750}]}"
pc018-cushion-22x22,"{'id': 8374459139, 'title': 'PC018 / Cushion / 22""x22""', 'handle': 'pc018-cushion-22x22', 'description': '<p></p>', 'published_at': '2016-09-09T00:42:00-07:00', 'created_at': '2016-09-09T00:42:54-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Cushion', 'tags': ['22x22', 'Cushion_22x22'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27753048451, 'title': '22""x22""', 'option1': '22""x22""', 'option2': None, 'option3': None, 'sku': 'Cushion0016', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'PC018 / Cushion / 22""x22"" - 22""x22""', 'public_title': '22""x22""', 'options': ['22""x22""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/r3sispyTSFGyju07531T_PC018.jpg?v=1473409101'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/r3sispyTSFGyju07531T_PC018.jpg?v=1473409101', 'options': [{'name': 'Size', 'position': 1, 'values': ['22""x22""']}], 'url': '/products/pc018-cushion-22x22', 'media': [{'alt': None, 'id': 2570468687941, 'position': 1, 'preview_image': {'aspect_ratio': 1.113, 'height': 674, 'width': 750, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/r3sispyTSFGyju07531T_PC018.jpg?v=1569973927'}, 'aspect_ratio': 1.113, 'height': 674, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/r3sispyTSFGyju07531T_PC018.jpg?v=1569973927', 'width': 750}]}"
za3142-overdyed-91x106,"{'id': 8375855235, 'title': 'ZA3142 / Overdyed / 9\'1""x10\'6""', 'handle': 'za3142-overdyed-91x106', 'description': '<p>Seal 11-2757</p>', 'published_at': '2016-09-09T02:46:45-07:00', 'created_at': '2016-09-09T02:46:45-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Overdyed', 'tags': ['8x10', '8x10_Overdyed', 'Designer', 'Overdyed', 'Wholesale'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27764832771, 'title': '9\'1""x10\'6""', 'option1': '9\'1""x10\'6""', 'option2': None, 'option3': None, 'sku': '100035', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'ZA3142 / Overdyed / 9\'1""x10\'6"" - 9\'1""x10\'6""', 'public_title': '9\'1""x10\'6""', 'options': ['9\'1""x10\'6""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/tHMlvNlRR9aFAsNDt6vO_ZA3142_209_1x10_6.jpg?v=1473414407'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/tHMlvNlRR9aFAsNDt6vO_ZA3142_209_1x10_6.jpg?v=1473414407', 'options': [{'name': 'Size', 'position': 1, 'values': ['9\'1""x10\'6""']}], 'url': '/products/za3142-overdyed-91x106', 'media': [{'alt': None, 'id': 2570472095813, 'position': 1, 'preview_image': {'aspect_ratio': 0.876, 'height': 2048, 'width': 1795, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/tHMlvNlRR9aFAsNDt6vO_ZA3142_209_1x10_6.jpg?v=1569973928'}, 'aspect_ratio': 0.876, 'height': 2048, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/tHMlvNlRR9aFAsNDt6vO_ZA3142_209_1x10_6.jpg?v=1569973928', 'width': 1795}]}"
pc08-cushion-22x22,"{'id': 8374458115, 'title': 'PC08 / Cushion / 22""x22""', 'handle': 'pc08-cushion-22x22', 'description': '<p></p>', 'published_at': '2016-09-19T23:16:23-07:00', 'created_at': '2016-09-09T00:42:50-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Cushion', 'tags': ['22x22', 'Designer', 'Wholesale'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27753043715, 'title': '22""x22""', 'option1': '22""x22""', 'option2': None, 'option3': None, 'sku': 'Cushion0008', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'PC08 / Cushion / 22""x22"" - 22""x22""', 'public_title': '22""x22""', 'options': ['22""x22""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/nW5sDPj8SnGuafgjTQcX_PC08.jpg?v=1473412612'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/nW5sDPj8SnGuafgjTQcX_PC08.jpg?v=1473412612', 'options': [{'name': 'Size', 'position': 1, 'values': ['22""x22""']}], 'url': '/products/pc08-cushion-22x22', 'media': [{'alt': None, 'id': 2570470916165, 'position': 1, 'preview_image': {'aspect_ratio': 1.121, 'height': 669, 'width': 750, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/nW5sDPj8SnGuafgjTQcX_PC08.jpg?v=1569973927'}, 'aspect_ratio': 1.121, 'height': 669, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/nW5sDPj8SnGuafgjTQcX_PC08.jpg?v=1569973927', 'width': 750}]}"
1032-kilim-108x124,"{'id': 8357474243, 'title': '1032 / Kilim / 10\'8""x12\'4""', 'handle': '1032-kilim-108x124', 'description': '<p></p>', 'published_at': '2016-09-20T00:42:00-07:00', 'created_at': '2016-09-08T02:55:08-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Kilim', 'tags': ['10x10', 'Designer', ""Kilim_B-10' Wide"", 'Wholesale'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27663563907, 'title': '10\'8""x12\'4""', 'option1': '10\'8""x12\'4""', 'option2': None, 'option3': None, 'sku': 'Kilim0269', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': '1032 / Kilim / 10\'8""x12\'4"" - 10\'8""x12\'4""', 'public_title': '10\'8""x12\'4""', 'options': ['10\'8""x12\'4""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/qSEsHu7OT9mGMGMvVY5V_1032_2010_8_20X_2012_4.jpg?v=1473328509'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/qSEsHu7OT9mGMGMvVY5V_1032_2010_8_20X_2012_4.jpg?v=1473328509', 'options': [{'name': 'Size', 'position': 1, 'values': ['10\'8""x12\'4""']}], 'url': '/products/1032-kilim-108x124', 'media': [{'alt': None, 'id': 2570456662085, 'position': 1, 'preview_image': {'aspect_ratio': 0.849, 'height': 1354, 'width': 1150, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/qSEsHu7OT9mGMGMvVY5V_1032_2010_8_20X_2012_4.jpg?v=1569973922'}, 'aspect_ratio': 0.849, 'height': 1354, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/qSEsHu7OT9mGMGMvVY5V_1032_2010_8_20X_2012_4.jpg?v=1569973922', 'width': 1150}]}"
pc028-cushion-22x22,"{'id': 8374460227, 'title': 'PC028 / Cushion / 22""x22""', 'handle': 'pc028-cushion-22x22', 'description': '<p></p>', 'published_at': '2016-09-12T12:20:43-07:00', 'created_at': '2016-09-09T00:42:59-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Cushion', 'tags': ['22x22', 'Designer', 'Wholesale'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27753057219, 'title': '22""x22""', 'option1': '22""x22""', 'option2': None, 'option3': None, 'sku': 'Cushion0026', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'PC028 / Cushion / 22""x22"" - 22""x22""', 'public_title': '22""x22""', 'options': ['22""x22""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/8Mb68AEoTVWfOjuokTzX_PC028.jpg?v=1473410236'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/8Mb68AEoTVWfOjuokTzX_PC028.jpg?v=1473410236', 'options': [{'name': 'Size', 'position': 1, 'values': ['22""x22""']}], 'url': '/products/pc028-cushion-22x22', 'media': [{'alt': None, 'id': 2570469048389, 'position': 1, 'preview_image': {'aspect_ratio': 1.113, 'height': 674, 'width': 750, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/8Mb68AEoTVWfOjuokTzX_PC028.jpg?v=1569973927'}, 'aspect_ratio': 1.113, 'height': 674, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/8Mb68AEoTVWfOjuokTzX_PC028.jpg?v=1569973927', 'width': 750}]}"
pc033-cushion-22x22,"{'id': 8374460803, 'title': 'PC033 / Cushion / 22""x22""', 'handle': 'pc033-cushion-22x22', 'description': '<p></p>', 'published_at': '2016-09-09T14:03:22-07:00', 'created_at': '2016-09-09T00:43:01-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Cushion', 'tags': ['22x22', 'Designer', 'Wholesale'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27753059459, 'title': '22""x22""', 'option1': '22""x22""', 'option2': None, 'option3': None, 'sku': 'Cushion0031', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'PC033 / Cushion / 22""x22"" - 22""x22""', 'public_title': '22""x22""', 'options': ['22""x22""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/BxV85hVYTpW6iF5bfeLI_PC033.jpg?v=1473410444'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/BxV85hVYTpW6iF5bfeLI_PC033.jpg?v=1473410444', 'options': [{'name': 'Size', 'position': 1, 'values': ['22""x22""']}], 'url': '/products/pc033-cushion-22x22', 'media': [{'alt': None, 'id': 2570469244997, 'position': 1, 'preview_image': {'aspect_ratio': 1.113, 'height': 674, 'width': 750, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/BxV85hVYTpW6iF5bfeLI_PC033.jpg?v=1569973927'}, 'aspect_ratio': 1.113, 'height': 674, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/BxV85hVYTpW6iF5bfeLI_PC033.jpg?v=1569973927', 'width': 750}]}"
pc036-cushion-22x22,"{'id': 8374461059, 'title': 'PC036 / Cushion / 22""x22""', 'handle': 'pc036-cushion-22x22', 'description': '<p></p>', 'published_at': '2016-09-19T23:14:04-07:00', 'created_at': '2016-09-09T00:43:02-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Cushion', 'tags': ['22x22', 'Designer', 'Wholesale'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27753060355, 'title': '22""x22""', 'option1': '22""x22""', 'option2': None, 'option3': None, 'sku': 'Cushion0034', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'PC036 / Cushion / 22""x22"" - 22""x22""', 'public_title': '22""x22""', 'options': ['22""x22""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/GFPoKr0CTBOh4GZ4Jzfu_PC036.jpg?v=1473410571'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/GFPoKr0CTBOh4GZ4Jzfu_PC036.jpg?v=1473410571', 'options': [{'name': 'Size', 'position': 1, 'values': ['22""x22""']}], 'url': '/products/pc036-cushion-22x22', 'media': [{'alt': None, 'id': 2570469343301, 'position': 1, 'preview_image': {'aspect_ratio': 1.113, 'height': 674, 'width': 750, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/GFPoKr0CTBOh4GZ4Jzfu_PC036.jpg?v=1569973927'}, 'aspect_ratio': 1.113, 'height': 674, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/GFPoKr0CTBOh4GZ4Jzfu_PC036.jpg?v=1569973927', 'width': 750}]}"
pc05-cushion-22x22,"{'id': 8374457795, 'title': 'PC05 / Cushion / 22""x22""', 'handle': 'pc05-cushion-22x22', 'description': '<p></p>', 'published_at': '2016-09-09T00:42:48-07:00', 'created_at': '2016-09-09T00:42:48-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Cushion', 'tags': ['22x22', 'Designer', 'Wholesale'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27753042691, 'title': '22""x22""', 'option1': '22""x22""', 'option2': None, 'option3': None, 'sku': 'Cushion0005', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'PC05 / Cushion / 22""x22"" - 22""x22""', 'public_title': '22""x22""', 'options': ['22""x22""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/EmlGqLLQKiDMi5DSmwCA_PC05.jpg?v=1473412281'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/EmlGqLLQKiDMi5DSmwCA_PC05.jpg?v=1473412281', 'options': [{'name': 'Size', 'position': 1, 'values': ['22""x22""']}], 'url': '/products/pc05-cushion-22x22', 'media': [{'alt': None, 'id': 2570470391877, 'position': 1, 'preview_image': {'aspect_ratio': 1.121, 'height': 669, 'width': 750, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/EmlGqLLQKiDMi5DSmwCA_PC05.jpg?v=1569973927'}, 'aspect_ratio': 1.121, 'height': 669, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/EmlGqLLQKiDMi5DSmwCA_PC05.jpg?v=1569973927', 'width': 750}]}"
pc035-cushion-22x22,"{'id': 8374460995, 'title': 'PC035 / Cushion / 22""x22""', 'handle': 'pc035-cushion-22x22', 'description': '<p></p>', 'published_at': '2016-09-19T23:14:04-07:00', 'created_at': '2016-09-09T00:43:02-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Cushion', 'tags': ['22x22', 'Designer', 'Wholesale'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27753059651, 'title': '22""x22""', 'option1': '22""x22""', 'option2': None, 'option3': None, 'sku': 'Cushion0033', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'PC035 / Cushion / 22""x22"" - 22""x22""', 'public_title': '22""x22""', 'options': ['22""x22""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/K5PRxp8NSlKpoJnpGAql_PC035.jpg?v=1473410528'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/K5PRxp8NSlKpoJnpGAql_PC035.jpg?v=1473410528', 'options': [{'name': 'Size', 'position': 1, 'values': ['22""x22""']}], 'url': '/products/pc035-cushion-22x22', 'media': [{'alt': None, 'id': 2570469310533, 'position': 1, 'preview_image': {'aspect_ratio': 1.113, 'height': 674, 'width': 750, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/K5PRxp8NSlKpoJnpGAql_PC035.jpg?v=1569973927'}, 'aspect_ratio': 1.113, 'height': 674, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/K5PRxp8NSlKpoJnpGAql_PC035.jpg?v=1569973927', 'width': 750}]}"
pc068-cushion-22x22,"{'id': 8374469059, 'title': 'PC068 / Cushion / 22""x22""', 'handle': 'pc068-cushion-22x22', 'description': '<p></p>', 'published_at': '2016-09-19T23:16:23-07:00', 'created_at': '2016-09-09T00:43:58-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Cushion', 'tags': ['22x22', 'Designer', 'Wholesale'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27753169731, 'title': '22""x22""', 'option1': '22""x22""', 'option2': None, 'option3': None, 'sku': 'Cushion0059', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'PC068 / Cushion / 22""x22"" - 22""x22""', 'public_title': '22""x22""', 'options': ['22""x22""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/vLVArPI0TKGSDSNZoWUE_PC068.jpg?v=1473412543'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/vLVArPI0TKGSDSNZoWUE_PC068.jpg?v=1473412543', 'options': [{'name': 'Size', 'position': 1, 'values': ['22""x22""']}], 'url': '/products/pc068-cushion-22x22', 'media': [{'alt': None, 'id': 2570470752325, 'position': 1, 'preview_image': {'aspect_ratio': 1.085, 'height': 1382, 'width': 1500, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/vLVArPI0TKGSDSNZoWUE_PC068.jpg?v=1569973927'}, 'aspect_ratio': 1.085, 'height': 1382, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/vLVArPI0TKGSDSNZoWUE_PC068.jpg?v=1569973927', 'width': 1500}]}"
6496-81x102,"{'id': 8375789955, 'title': '6496 / Overdyed / 8\'1""x10\'2""', 'handle': '6496-81x102', 'description': '', 'published_at': '2016-09-09T02:42:57-07:00', 'created_at': '2016-09-09T02:42:57-07:00', 'vendor': 'Amadi Carpets Inc', 'type': 'Overdyed', 'tags': ['8x10', '8x10_Overdyed', 'Designer', 'Wholesale'], 'price': 0, 'price_min': 0, 'price_max': 0, 'available': True, 'price_varies': False, 'compare_at_price': None, 'compare_at_price_min': 0, 'compare_at_price_max': 0, 'compare_at_price_varies': False, 'variants': [{'id': 27764406851, 'title': '8\'1""x10\'2""', 'option1': '8\'1""x10\'2""', 'option2': None, 'option3': None, 'sku': '100084', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': '6496 / Overdyed / 8\'1""x10\'2"" - 8\'1""x10\'2""', 'public_title': '8\'1""x10\'2""', 'options': ['8\'1""x10\'2""'], 'price': 0, 'weight': 0, 'compare_at_price': None, 'inventory_quantity': 1, 'inventory_management': 'shopify', 'inventory_policy': 'deny', 'barcode': None}], 'images': ['//cdn.shopify.com/s/files/1/1363/5253/products/oGdmH5OOTK26JnPprnlg_6496_208_1_20x_2010_2.jpg?v=1473414179'], 'featured_image': '//cdn.shopify.com/s/files/1/1363/5253/products/oGdmH5OOTK26JnPprnlg_6496_208_1_20x_2010_2.jpg?v=1473414179', 'options': [{'name': 'Size', 'position': 1, 'values': ['8\'1""x10\'2""']}], 'url': '/products/6496-81x102', 'media': [{'alt': None, 'id': 2570471899205, 'position': 1, 'preview_image': {'aspect_ratio': 0.805, 'height': 1490, 'width': 1200, 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/oGdmH5OOTK26JnPprnlg_6496_208_1_20x_2010_2.jpg?v=1569973928'}, 'aspect_ratio': 0.805, 'height': 1490, 'media_type': 'image', 'src': 'https://cdn.shopify.com/s/files/1/1363/5253/products/oGdmH5OOTK26JnPprnlg_6496_208_1_20x_2010_2.jpg?v=1569973928', 'width': 1200}]}"
